0,1,2,3,4,5,6,7,8,9,10,11,12
44660,46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,1977,50,1
44661,40,Private,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,40,0
44662,24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,50,0
44663,20,?,HS-grad,9,Never-married,?,Own-child,Male,0,0,40,0
44664,50,Private,10th,6,Married-civ-spouse,Other-service,Husband,Male,0,0,8,0
44665,24,?,Bachelors,13,Never-married,?,Not-in-family,Female,0,0,40,0
44666,35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
44667,33,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,46,0
44668,54,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,0,0,40,0
44669,35,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,0
44670,31,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,1
44671,47,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
44672,48,Private,HS-grad,9,Divorced,Sales,Own-child,Female,0,0,20,0
44673,33,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Male,0,1669,55,0
44674,35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
44675,20,?,Some-college,10,Never-married,?,Own-child,Female,0,0,10,0
44676,36,Private,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
44677,30,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,55,0
44678,39,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,1
44679,25,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
44680,40,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Female,0,0,35,0
44681,25,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
44682,33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,0
44683,53,Federal-gov,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,40,0
44684,18,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,10,0
44685,41,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Male,0,0,40,0
44686,25,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,0
44687,66,Self-emp-not-inc,7th-8th,4,Widowed,Farming-fishing,Unmarried,Male,0,0,50,0
44688,53,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,1471,0,40,0
44689,27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44690,28,Private,HS-grad,9,Separated,Sales,Unmarried,Female,0,0,40,0
44691,23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
44692,29,Self-emp-not-inc,10th,6,Divorced,Craft-repair,Not-in-family,Male,0,0,80,0
44693,26,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,0
44694,26,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,42,0
44695,26,Private,9th,5,Never-married,Other-service,Not-in-family,Male,0,0,35,0
44696,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44697,36,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44698,34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,15024,0,45,1
44699,32,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,0
44700,57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,1
44701,31,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
44702,38,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,38,0
44703,39,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Female,0,0,40,0
44704,35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,2377,40,0
44705,18,Private,11th,7,Never-married,Other-service,Own-child,Female,0,0,20,0
44706,75,?,Some-college,10,Married-civ-spouse,?,Husband,Male,0,0,8,0
44707,28,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,40,0
44708,41,Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Not-in-family,Female,0,0,55,0
44709,39,Federal-gov,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,1
44710,31,Federal-gov,Some-college,10,Never-married,Tech-support,Not-in-family,Male,0,0,40,0
44711,38,State-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,38,0
44712,43,State-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,Female,0,0,38,0
44713,27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44714,42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,55,1
44715,46,Private,Bachelors,13,Separated,Prof-specialty,Unmarried,Female,0,0,36,0
44716,20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
44717,42,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,Female,0,0,20,0
44718,69,Private,HS-grad,9,Widowed,Exec-managerial,Not-in-family,Female,0,0,40,0
44719,47,Federal-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,0
44720,49,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44721,20,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Female,0,0,30,0
44722,52,Private,5th-6th,3,Married-civ-spouse,Sales,Wife,Female,0,0,15,0
44723,33,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,Male,0,0,59,0
44724,18,Private,11th,7,Never-married,Other-service,Own-child,Female,0,0,6,0
44725,55,Self-emp-not-inc,HS-grad,9,Separated,Farming-fishing,Unmarried,Female,0,0,55,0
44726,61,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
44727,61,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,9386,0,40,1
44728,39,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,0,0,45,1
44729,30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44730,61,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
44731,36,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,Female,0,0,15,0
44732,34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,0
44733,53,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,4386,0,40,1
44734,38,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,Female,0,0,36,1
44735,46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,50,1
44736,27,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
44737,32,Self-emp-not-inc,11th,7,Separated,Handlers-cleaners,Unmarried,Female,0,0,40,0
44738,60,Local-gov,Bachelors,13,Widowed,Prof-specialty,Unmarried,Female,0,0,60,1
44739,23,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Male,0,0,40,0
44740,29,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,Female,14344,0,50,1
44741,22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,50,0
44742,25,Private,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,35,0
44743,29,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,48,0
44744,90,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,30,0
44745,37,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
44746,32,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,38,0
44747,18,Private,HS-grad,9,Married-spouse-absent,Other-service,Own-child,Male,0,0,40,0
44748,35,Private,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,65,0
44749,50,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,Male,2885,0,40,0
44750,54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,5178,0,40,1
44751,43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,1
44752,28,Self-emp-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Male,0,0,65,1
44753,51,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
44754,31,Private,Some-college,10,Never-married,Craft-repair,Unmarried,Male,0,0,42,0
44755,69,Private,HS-grad,9,Separated,Transport-moving,Unmarried,Female,2387,0,40,0
44756,57,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
44757,71,?,Some-college,10,Widowed,?,Not-in-family,Female,0,0,14,0
44758,28,Private,10th,6,Divorced,Machine-op-inspct,Own-child,Female,0,0,40,0
44759,28,?,10th,6,Separated,?,Not-in-family,Male,0,0,80,0
44760,25,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,95,0
44761,49,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,30,0
44762,52,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
44763,23,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,0
44764,32,Private,5th-6th,3,Married-spouse-absent,Craft-repair,Other-relative,Male,0,0,40,0
44765,31,Private,Some-college,10,Never-married,Sales,Not-in-family,Female,0,0,50,0
44766,30,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,50,0
44767,24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,0
44768,45,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,66,0
44769,30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
44770,52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,55,1
44771,42,State-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,25,0
44772,49,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
44773,20,Private,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,30,0
44774,25,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
44775,41,Private,9th,5,Married-civ-spouse,Other-service,Husband,Male,0,0,55,0
44776,55,Private,HS-grad,9,Divorced,Sales,Unmarried,Female,0,0,40,0
44777,31,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,3137,0,50,0
44778,25,State-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,Female,0,0,40,0
44779,32,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
44780,29,Federal-gov,Some-college,10,Never-married,Adm-clerical,Other-relative,Male,0,0,40,0
44781,37,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Female,0,0,40,0
44782,52,Private,7th-8th,4,Widowed,Other-service,Not-in-family,Female,0,0,40,0
44783,19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,15,0
44784,21,?,Some-college,10,Never-married,?,Own-child,Male,0,0,24,0
44785,43,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,Male,0,0,40,0
44786,39,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
44787,40,Self-emp-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,1
44788,54,Private,1st-4th,2,Separated,Priv-house-serv,Other-relative,Female,0,0,40,0
44789,35,Private,Bachelors,13,Divorced,Sales,Not-in-family,Male,0,0,40,0
44790,34,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,Female,0,1974,40,0
44791,35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
44792,57,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
44793,26,Private,Bachelors,13,Never-married,Other-service,Other-relative,Female,0,0,40,0
44794,55,Self-emp-not-inc,Bachelors,13,Widowed,Sales,Unmarried,Female,0,0,15,0
44795,51,Private,Bachelors,13,Separated,Adm-clerical,Unmarried,Female,0,0,40,0
44796,35,Private,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,Male,0,0,30,0
44797,31,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
44798,17,Private,11th,7,Never-married,Adm-clerical,Own-child,Female,0,0,8,0
44799,38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,0
44800,39,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,1887,50,1
44801,29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,0
44802,39,Private,Assoc-voc,11,Divorced,Sales,Unmarried,Female,0,0,40,0
44803,42,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
44804,46,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
44805,73,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,25,0
44806,47,Local-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,Female,0,1876,40,0
44807,28,Private,HS-grad,9,Never-married,Sales,Unmarried,Female,0,0,70,0
44808,27,Private,10th,6,Never-married,Sales,Other-relative,Male,0,1980,40,0
44809,38,Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,1
44810,19,Private,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,35,0
44811,60,Local-gov,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,Male,0,0,40,1
44812,24,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
44813,52,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
44814,36,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Female,0,0,45,0
44815,26,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
44816,28,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Male,0,0,16,0
44817,38,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,1
44818,47,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
44819,50,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Female,0,0,40,1
44820,27,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
44821,47,Private,Some-college,10,Widowed,Prof-specialty,Unmarried,Female,0,0,40,0
44822,36,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Own-child,Female,3464,0,40,0
44823,49,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,40,0
44824,68,?,Some-college,10,Married-civ-spouse,?,Husband,Male,0,0,48,1
44825,63,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,0
44826,36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,70,1
44827,42,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,35,0
44828,28,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Female,0,0,45,0
44829,68,?,HS-grad,9,Married-civ-spouse,?,Wife,Female,0,0,8,0
44830,38,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,22,0
44831,43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,40,1
44832,49,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
44833,59,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,0
44834,25,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
44835,26,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Female,0,0,36,0
44836,59,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,Female,0,0,48,0
44837,34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,0
44838,34,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,43,1
44839,67,Private,HS-grad,9,Widowed,Other-service,Not-in-family,Female,0,0,24,0
44840,45,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,Female,0,0,44,0
44841,64,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44842,51,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,38,1
44843,31,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,55,1
44844,42,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,1
44845,65,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
44846,23,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Male,0,0,20,0
44847,31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,0
44848,33,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,0
44849,17,Local-gov,11th,7,Never-married,Craft-repair,Own-child,Male,0,0,35,0
44850,63,Private,Masters,14,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,46,0
44851,48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,60,1
44852,45,Local-gov,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
44853,17,Private,10th,6,Never-married,Handlers-cleaners,Own-child,Male,0,0,10,0
44854,26,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44855,38,Federal-gov,Some-college,10,Divorced,Tech-support,Unmarried,Female,0,0,40,0
44856,29,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,0
44857,44,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,Female,0,0,32,0
44858,43,Federal-gov,Masters,14,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44859,39,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
44860,43,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,40,0
44861,23,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Female,0,0,45,0
44862,19,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,40,0
44863,49,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44864,52,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,5013,0,40,0
44865,32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
44866,38,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Male,4508,0,40,0
44867,25,?,5th-6th,3,Never-married,?,Unmarried,Female,0,0,25,0
44868,44,Private,Some-college,10,Divorced,Handlers-cleaners,Own-child,Male,0,0,40,0
44869,63,Private,7th-8th,4,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
44870,42,Local-gov,HS-grad,9,Separated,Other-service,Not-in-family,Female,0,0,60,0
44871,21,Private,Some-college,10,Never-married,Sales,Own-child,Male,0,0,40,0
44872,32,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44873,24,Self-emp-not-inc,HS-grad,9,Separated,Other-service,Unmarried,Female,0,0,50,0
44874,50,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
44875,26,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,80,1
44876,35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,35,0
44877,31,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,44,1
44878,24,Private,1st-4th,2,Never-married,Farming-fishing,Not-in-family,Male,0,0,66,0
44879,40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,56,0
44880,31,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,55,0
44881,43,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
44882,44,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,35,1
44883,40,Private,Bachelors,13,Never-married,Prof-specialty,Other-relative,Female,0,0,40,0
44884,75,?,5th-6th,3,Married-civ-spouse,?,Husband,Male,0,0,25,0
44885,52,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,3137,0,42,0
44886,51,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44887,39,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
44888,40,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Male,7688,0,50,1
44889,40,Self-emp-not-inc,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,35,0
44890,33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44891,38,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,60,1
44892,29,Private,Assoc-voc,11,Divorced,Handlers-cleaners,Unmarried,Male,0,0,50,0
44893,37,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Female,0,0,37,0
44894,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,15024,0,45,1
44895,19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,0
44896,46,Local-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
44897,46,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
44898,37,Private,Some-college,10,Never-married,Protective-serv,Own-child,Male,0,0,30,0
44899,34,Private,Some-college,10,Separated,Adm-clerical,Unmarried,Female,0,0,40,0
44900,38,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,43,0
44901,26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44902,34,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Female,0,0,35,0
44903,57,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
44904,33,Private,11th,7,Never-married,Craft-repair,Not-in-family,Male,0,0,65,0
44905,26,Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,Male,0,0,40,0
44906,20,Private,HS-grad,9,Never-married,Sales,Not-in-family,Female,0,0,84,0
44907,38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,60,1
44908,61,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,6,0
44909,36,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,1
44910,61,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,3103,0,40,1
44911,17,Private,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,16,0
44912,40,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,1
44913,18,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,16,0
44914,21,Private,Assoc-acdm,12,Never-married,Sales,Own-child,Female,0,0,32,0
44915,41,Private,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,40,0
44916,46,Private,11th,7,Separated,Machine-op-inspct,Not-in-family,Female,0,0,40,0
44917,55,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
44918,27,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,Male,0,0,52,0
44919,39,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,42,0
44920,36,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,48,0
44921,51,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,3908,0,40,0
44922,27,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,40,0
44923,30,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
44924,42,Private,HS-grad,9,Divorced,Sales,Not-in-family,Male,0,0,47,0
44925,23,Private,Bachelors,13,Never-married,Other-service,Own-child,Female,0,0,20,0
44926,56,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,40,1
44927,41,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,0
44928,49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,46,0
44929,46,Federal-gov,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Female,0,0,60,0
44930,54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44931,38,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,7298,0,43,1
44932,45,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,1
44933,50,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,2415,30,1
44934,22,Private,Some-college,10,Never-married,Sales,Not-in-family,Female,0,0,40,0
44935,31,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Male,0,0,40,0
44936,27,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Male,0,0,30,0
44937,34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
44938,46,Private,11th,7,Never-married,Transport-moving,Own-child,Male,0,0,30,0
44939,47,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,60,1
44940,36,State-gov,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
44941,22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
44942,51,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,2002,45,0
44943,43,Private,Some-college,10,Divorced,Other-service,Not-in-family,Male,0,0,30,0
44944,54,Private,Some-college,10,Widowed,Prof-specialty,Not-in-family,Male,0,0,50,0
44945,24,Private,9th,5,Never-married,Machine-op-inspct,Own-child,Female,0,0,40,0
44946,29,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Male,0,0,55,0
44947,40,State-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,38,0
44948,18,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,20,0
44949,31,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,0,50,0
44950,57,Private,Doctorate,16,Married-civ-spouse,Tech-support,Husband,Male,0,1977,40,1
44951,32,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
44952,48,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
44953,24,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,35,0
44954,24,Private,Assoc-acdm,12,Divorced,Other-service,Not-in-family,Female,0,0,22,0
