ID,AGE,WORKCLASS,EDUCATION,EDUCATIONAL-NUM,MARITAL-STATUS,OCCUPATION,RELATIONSHIP,GENDER,CAPITAL-GAIN,CAPITAL-LOSS,HOURS-PER-WEEK,INCOME
17481,45,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,80,1
17482,30,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,1
17483,37,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,Male,0,0,35,0
17484,44,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Male,0,0,40,1
17485,33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
17486,61,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
17487,61,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,0
17488,38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,42,1
17489,22,?,Some-college,10,Never-married,?,Own-child,Male,0,0,30,0
17490,36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,0
17491,44,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,5178,0,60,1
17492,37,Private,Some-college,10,Separated,Adm-clerical,Own-child,Male,0,0,62,0
17493,31,Private,Some-college,10,Divorced,Craft-repair,Unmarried,Female,0,0,20,0
17494,54,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,45,1
17495,20,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,16,0
17496,63,?,Bachelors,13,Widowed,?,Not-in-family,Female,0,0,40,1
17497,48,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,7688,0,40,1
17498,33,?,HS-grad,9,Divorced,?,Not-in-family,Female,0,0,41,0
17499,31,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,4650,0,45,0
17500,38,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
17501,45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
17502,48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
17503,53,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
17504,55,Private,HS-grad,9,Widowed,Adm-clerical,Own-child,Female,0,0,40,0
17505,38,Private,Masters,14,Married-civ-spouse,Transport-moving,Husband,Male,0,0,72,1
17506,29,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
17507,36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,1
17508,42,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,0
17509,50,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
17510,75,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,35,0
17511,46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,40,1
17512,52,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
17513,27,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
17514,43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,0
17515,31,Private,11th,7,Separated,Other-service,Not-in-family,Female,0,0,42,0
17516,23,Private,Some-college,10,Never-married,Sales,Not-in-family,Female,0,0,30,0
17517,34,Private,HS-grad,9,Never-married,Sales,Not-in-family,Female,0,0,24,0
17518,41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Other-relative,Female,0,0,40,0
17519,31,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,30,0
17520,42,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
17521,35,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,45,1
17522,55,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,Female,0,0,25,0
17523,36,State-gov,HS-grad,9,Widowed,Exec-managerial,Not-in-family,Female,0,0,40,0
17524,65,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,59,1
17525,38,Local-gov,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,12,0
17526,62,Private,Some-college,10,Widowed,Other-service,Not-in-family,Female,0,0,20,0
17527,54,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,60,1
17528,49,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,0
17529,34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,0
17530,32,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Female,0,0,40,0
17531,51,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,50,1
17532,48,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,0
17533,30,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
17534,52,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,43,0
17535,28,Self-emp-not-inc,Some-college,10,Never-married,Transport-moving,Not-in-family,Male,0,1762,40,0
17536,29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
17537,38,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Female,0,0,50,0
17538,57,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,50,1
17539,43,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
17540,37,State-gov,Some-college,10,Separated,Adm-clerical,Not-in-family,Male,0,0,40,0
17541,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
17542,53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,48,1
17543,69,?,Assoc-voc,11,Widowed,?,Not-in-family,Female,0,0,1,0
17544,73,Private,HS-grad,9,Widowed,Other-service,Not-in-family,Female,0,0,37,0
17545,22,Self-emp-inc,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,35,0
17546,31,Private,HS-grad,9,Never-married,Sales,Not-in-family,Female,0,0,45,0
17547,38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,1887,40,1
17548,50,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,35,0
17549,37,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,37,0
17550,44,Local-gov,Bachelors,13,Divorced,Protective-serv,Not-in-family,Male,0,0,40,0
17551,47,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,Female,0,0,45,0
17552,27,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
17553,28,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Female,0,0,80,0
17554,25,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,Female,0,0,40,0
17555,20,Private,Some-college,10,Never-married,Other-service,Unmarried,Female,0,0,40,0
17556,51,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
17557,46,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,1977,40,1
17558,67,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Male,6514,0,7,1
17559,47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,35,0
17560,42,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
17561,52,Private,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,1876,50,0
17562,42,Federal-gov,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Female,0,0,40,1
17563,65,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,40,1
17564,21,Private,Some-college,10,Never-married,Farming-fishing,Own-child,Male,0,0,10,0
17565,50,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,5178,0,40,1
17566,46,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
17567,47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,15024,0,50,1
17568,57,Private,10th,6,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
17569,37,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,45,0
17570,50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
17571,58,?,12th,8,Married-civ-spouse,?,Husband,Male,0,0,40,0
17572,63,Self-emp-not-inc,1st-4th,2,Widowed,Other-service,Unmarried,Female,0,0,30,0
17573,39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,65,0
17574,46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,35,0
17575,36,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
17576,26,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Male,0,1628,50,0
17577,21,Private,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,57,0
17578,41,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,0
17579,44,Local-gov,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,40,0
17580,22,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
17581,29,Federal-gov,Some-college,10,Never-married,Armed-Forces,Not-in-family,Male,0,0,60,0
17582,29,Private,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,40,0
17583,58,Self-emp-inc,Some-college,10,Married-civ-spouse,Transport-moving,Wife,Female,0,0,40,1
17584,36,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,0
17585,30,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,48,0
17586,37,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,43,1
17587,29,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
17588,26,Private,5th-6th,3,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
17589,43,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,45,0
17590,49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Female,0,0,40,1
17591,45,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
17592,28,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
17593,20,?,Some-college,10,Never-married,?,Not-in-family,Female,0,0,25,0
17594,51,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
17595,32,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,50,1
17596,24,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Female,0,0,40,0
17597,35,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,40,1
17598,35,?,Assoc-acdm,12,Never-married,?,Not-in-family,Male,0,0,55,0
17599,41,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
17600,48,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,1
17601,61,Local-gov,HS-grad,9,Widowed,Adm-clerical,Unmarried,Female,1471,0,35,0
17602,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,30,0
17603,27,Private,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,50,1
17604,55,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,24,1
17605,39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
17606,17,?,10th,6,Never-married,?,Own-child,Male,0,0,20,0
17607,47,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
17608,52,Private,HS-grad,9,Widowed,Other-service,Unmarried,Female,0,0,40,1
17609,24,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,20,0
17610,29,Private,11th,7,Never-married,Other-service,Unmarried,Female,0,0,40,0
17611,25,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Male,0,0,40,0
17612,20,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,0
17613,23,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,35,0
17614,57,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,0
17615,51,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
17616,33,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Female,3674,0,16,0
17617,39,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,0
17618,40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
17619,71,Private,Bachelors,13,Divorced,Tech-support,Own-child,Female,2329,0,16,0
17620,38,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
17621,28,State-gov,Prof-school,15,Never-married,Prof-specialty,Unmarried,Male,0,0,40,0
17622,57,Private,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,Female,0,0,40,0
17623,47,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,0
17624,59,State-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,Male,0,0,40,0
17625,26,Private,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,40,0
17626,35,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
17627,61,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
17628,17,?,11th,7,Never-married,?,Own-child,Female,0,0,30,0
17629,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,1
17630,62,?,7th-8th,4,Married-civ-spouse,?,Husband,Male,3411,0,50,0
17631,34,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,1
17632,32,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,7688,0,50,1
17633,42,Private,HS-grad,9,Separated,Sales,Own-child,Female,0,0,40,0
17634,39,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
17635,58,Private,5th-6th,3,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,40,0
17636,61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,1848,60,1
17637,40,Private,10th,6,Never-married,Craft-repair,Other-relative,Male,0,0,55,0
17638,31,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Male,0,0,37,0
17639,36,Private,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,50,0
17640,23,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,0
17641,33,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,41,0
17642,52,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
17643,22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,24,0
17644,51,Private,Some-college,10,Divorced,Sales,Unmarried,Female,0,0,40,0
17645,31,Federal-gov,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,0
17646,49,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Unmarried,Female,0,0,40,0
17647,49,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,0
17648,53,Federal-gov,Some-college,10,Widowed,Adm-clerical,Not-in-family,Female,0,0,40,0
17649,52,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,99999,0,40,1
17650,20,Private,10th,6,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
17651,26,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,Male,0,0,40,0
17652,61,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,6,0
17653,43,Private,Masters,14,Never-married,Other-service,Not-in-family,Female,0,0,30,0
17654,46,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,52,0
17655,43,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Female,0,0,35,0
17656,41,Private,HS-grad,9,Divorced,Sales,Unmarried,Female,0,0,40,0
17657,44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,55,0
17658,54,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
17659,65,Private,Masters,14,Married-civ-spouse,Sales,Husband,Male,20051,0,40,1
17660,32,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Female,0,0,40,0
17661,25,Private,Some-college,10,Separated,Adm-clerical,Own-child,Male,0,0,40,0
17662,23,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,50,0
17663,25,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,45,0
17664,19,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,50,0
17665,37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,0
17666,45,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Male,0,0,45,0
17667,37,Private,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,44,0
17668,40,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Other-relative,Male,0,1564,70,1
17669,19,?,Some-college,10,Never-married,?,Own-child,Male,0,0,40,0
17670,17,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,5,0
17671,27,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Female,0,0,40,0
17672,40,Local-gov,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,1887,40,1
17673,59,Private,HS-grad,9,Divorced,Sales,Unmarried,Female,0,1762,30,0
17674,19,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
17675,43,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
17676,42,Private,10th,6,Never-married,Transport-moving,Unmarried,Male,0,0,40,1
17677,54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,5013,0,40,0
17678,54,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,50,0
17679,51,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Male,2105,0,45,0
17680,50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,1
17681,40,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
17682,55,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,0,25,0
17683,50,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,0
17684,31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,0
17685,42,?,HS-grad,9,Divorced,?,Unmarried,Female,0,0,32,0
17686,24,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,45,1
17687,30,Private,11th,7,Divorced,Sales,Own-child,Male,0,0,40,0
17688,39,Local-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Wife,Female,0,0,50,1
17689,37,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,50,0
17690,33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
17691,48,Private,HS-grad,9,Widowed,Other-service,Unmarried,Female,0,0,40,0
17692,43,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,78,0
17693,39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
17694,53,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,1
17695,52,Self-emp-not-inc,10th,6,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,0
17696,28,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,20,0
17697,32,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,52,0
17698,31,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,90,1
17699,31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,1
17700,47,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
17701,19,?,Some-college,10,Never-married,?,Own-child,Male,0,0,50,0
17702,40,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
17703,40,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Female,0,0,45,0
17704,41,Private,11th,7,Divorced,Other-service,Not-in-family,Male,0,0,40,0
17705,53,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
17706,46,Private,11th,7,Divorced,Machine-op-inspct,Unmarried,Male,0,0,43,0
17707,45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Male,4386,0,35,1
17708,39,Private,9th,5,Married-civ-spouse,Other-service,Wife,Female,3411,0,34,0
17709,19,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
17710,57,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,1887,40,1
17711,49,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,0
17712,59,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,0
17713,32,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,Male,0,0,50,1
17714,18,?,Some-college,10,Never-married,?,Own-child,Female,594,0,15,0
17715,35,State-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,Male,0,0,40,0
17716,58,Self-emp-inc,10th,6,Married-civ-spouse,Transport-moving,Wife,Female,0,0,40,0
17717,28,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Male,0,0,43,0
17718,36,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,1
17719,41,Self-emp-not-inc,Masters,14,Divorced,Prof-specialty,Unmarried,Female,0,0,35,0
17720,47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
17721,50,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1672,60,0
17722,61,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,16,0
17723,36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
17724,38,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Male,0,0,40,0
17725,56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,1902,60,1
17726,50,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,0
17727,45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,5013,0,40,0
17728,44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,66,0
17729,51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,1
17730,44,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
17731,25,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,50,0
17732,60,Private,11th,7,Widowed,Transport-moving,Unmarried,Male,0,0,40,0
17733,17,?,10th,6,Never-married,?,Own-child,Male,1055,0,30,0
17734,49,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
17735,46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,1
17736,56,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,Female,0,0,38,0
17737,25,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,3325,0,45,0
17738,22,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,Male,0,0,40,0
17739,76,?,HS-grad,9,Widowed,?,Not-in-family,Female,0,0,2,0
17740,41,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,1
17741,48,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,40,1
17742,46,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
17743,30,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,40,1
17744,39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,1
17745,40,Private,10th,6,Divorced,Craft-repair,Not-in-family,Male,0,0,40,0
17746,70,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
17747,35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,2051,45,0
17748,49,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,Female,0,0,75,0
17749,24,Private,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,Male,0,0,60,0
17750,40,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,36,1
17751,61,Private,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,Male,0,0,5,1
17752,25,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Male,0,0,40,0
17753,28,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
17754,69,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,11,0
17755,22,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Female,0,0,36,0
17756,47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,38,0
17757,38,Private,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,48,0
17758,26,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
17759,17,Private,11th,7,Never-married,Adm-clerical,Own-child,Female,0,0,24,0
17760,33,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,35,0
17761,43,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,Male,0,0,40,0
17762,58,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
17763,53,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,99999,0,40,1
17764,26,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,25,0
17765,43,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
17766,31,Private,10th,6,Married-civ-spouse,Farming-fishing,Husband,Male,2105,0,40,0
17767,30,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Male,0,2001,42,0
17768,25,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,25,0
17769,57,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
17770,37,Private,Masters,14,Divorced,Exec-managerial,Unmarried,Male,0,0,60,1
17771,32,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,48,0
17772,26,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,0,0,41,0
