AGE,WORKCLASS,EDUCATION,EDUCATIONAL-NUM,MARITAL-STATUS,OCCUPATION,RELATIONSHIP,GENDER,CAPITAL-GAIN,CAPITAL-LOSS,HOURS-PER-WEEK,INCOME
44,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,1
17,Private,10th,6,Never-married,Sales,Own-child,Female,0,0,15,0
35,Private,Assoc-voc,11,Divorced,Other-service,Unmarried,Female,0,0,35,0
38,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Male,0,0,40,0
36,Private,9th,5,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
24,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,60,0
38,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,99,0
19,Private,11th,7,Never-married,Sales,Not-in-family,Female,0,0,40,0
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,0
36,Local-gov,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
27,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,45,0
27,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
66,?,7th-8th,4,Married-civ-spouse,?,Husband,Male,0,0,30,0
65,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,2174,40,1
37,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,1
17,Private,11th,7,Never-married,Sales,Own-child,Male,0,0,30,0
19,?,Some-college,10,Never-married,?,Own-child,Male,0,0,40,0
57,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
54,Self-emp-not-inc,Masters,14,Divorced,Prof-specialty,Not-in-family,Female,0,0,30,0
21,Private,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,40,0
43,Private,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,Male,0,0,40,0
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
38,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,48,1
31,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,40,1
41,Private,Prof-school,15,Divorced,Prof-specialty,Unmarried,Female,0,0,38,0
20,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
28,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,Female,0,0,15,0
62,Private,9th,5,Married-civ-spouse,Other-service,Husband,Male,0,0,35,0
41,Private,12th,8,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,0
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,0
53,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,30,0
28,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,1
23,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,30,0
46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,35,0
28,Private,HS-grad,9,Never-married,Sales,Not-in-family,Female,0,0,45,0
50,Private,10th,6,Separated,Adm-clerical,Unmarried,Female,0,0,40,0
19,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,45,0
84,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,10,0
48,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,35,1
61,Self-emp-not-inc,HS-grad,9,Widowed,Adm-clerical,Unmarried,Female,0,0,20,0
44,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,0,0,42,0
32,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Female,0,0,60,0
25,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,35,0
47,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,0
19,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,15,0
37,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,17,0
28,Private,HS-grad,9,Divorced,Tech-support,Own-child,Female,0,0,40,0
34,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,1
32,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Not-in-family,Female,0,0,35,0
24,Private,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,30,0
22,?,Some-college,10,Never-married,?,Not-in-family,Female,0,0,25,0
30,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,99,0
56,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
30,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
28,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,26,0
40,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,1887,68,1
28,Private,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,45,0
39,Private,12th,8,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
23,Private,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,40,0
32,Private,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Male,0,0,55,0
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
71,Private,5th-6th,3,Widowed,Priv-house-serv,Not-in-family,Female,0,0,75,0
30,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
20,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,0
53,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,1740,50,0
42,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Male,0,0,45,0
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,56,1
26,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
21,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,16,0
37,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Female,0,0,40,0
36,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,Female,0,0,40,0
25,Private,HS-grad,9,Never-married,Sales,Unmarried,Female,0,0,40,0
54,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,43,1
38,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,1
29,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,40,0
20,State-gov,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,38,0
32,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,Male,0,0,50,0
24,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,Male,0,0,20,0
59,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
56,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
40,Self-emp-not-inc,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,84,0
35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,15024,0,40,1
24,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,20,0
30,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,1848,40,1
61,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,40,0
36,Private,1st-4th,2,Never-married,Farming-fishing,Not-in-family,Male,0,0,40,0
20,Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,Female,0,0,20,0
36,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,0
45,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,0
22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
31,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Male,0,2001,40,0
34,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,40,0
24,Private,11th,7,Never-married,Craft-repair,Unmarried,Male,0,0,40,0
42,?,9th,5,Never-married,?,Own-child,Male,0,0,35,0
23,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,25,0
46,Federal-gov,Prof-school,15,Separated,Prof-specialty,Unmarried,Female,0,0,40,1
60,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,70,1
40,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Female,0,0,40,0
55,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,0
47,Private,Masters,14,Separated,Tech-support,Not-in-family,Male,27828,0,40,1
28,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,43,0
55,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,1
47,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
54,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,52,1
32,Private,11th,7,Married-civ-spouse,Other-service,Wife,Female,0,0,60,0
38,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
61,Self-emp-not-inc,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,Female,0,0,40,0
62,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,5013,0,40,0
26,Private,HS-grad,9,Never-married,Protective-serv,Not-in-family,Female,0,0,32,0
19,Private,Some-college,10,Never-married,Farming-fishing,Own-child,Male,0,0,50,0
40,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,7298,0,40,1
42,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,2885,0,45,0
55,Private,Masters,14,Never-married,Prof-specialty,Other-relative,Female,0,0,40,0
55,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,2407,0,35,0
43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
38,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,45,1
28,Private,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,40,0
36,Private,Some-college,10,Divorced,Tech-support,Unmarried,Female,0,0,40,0
49,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,0
41,Private,Some-college,10,Divorced,Adm-clerical,Own-child,Female,0,0,40,0
60,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,0
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,70,0
36,State-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,Female,0,0,40,0
51,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
23,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,40,0
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
17,Private,11th,7,Never-married,Sales,Own-child,Female,1055,0,18,0
33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,25,0
50,Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,Male,0,0,40,0
38,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,35,0
26,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,40,0
21,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,47,0
26,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,52,0
30,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,1
39,?,Some-college,10,Divorced,?,Not-in-family,Female,0,0,20,0
33,Local-gov,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,40,0
42,State-gov,Some-college,10,Divorced,Transport-moving,Unmarried,Male,0,0,38,0
28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Female,0,0,50,0
20,Private,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,35,0
66,Local-gov,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Female,0,2206,25,0
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,50,0
36,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Male,0,0,40,0
39,Federal-gov,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,1
52,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
61,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,7688,0,40,1
27,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
45,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,50,0
21,Private,9th,5,Never-married,Other-service,Own-child,Male,0,0,40,0
25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
24,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,25,0
38,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,55,0
51,?,Some-college,10,Married-civ-spouse,?,Husband,Male,0,0,24,0
29,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,1902,50,1
45,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,38,0
59,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
41,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,Male,0,0,40,0
23,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Male,0,0,45,0
17,Private,11th,7,Never-married,Sales,Own-child,Male,0,0,20,0
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,50,1
42,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
68,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,2392,40,1
55,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,1887,40,1
43,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
61,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
47,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Female,0,0,60,0
21,Self-emp-not-inc,7th-8th,4,Never-married,Craft-repair,Not-in-family,Male,0,0,40,0
39,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,40,0
39,Private,11th,7,Divorced,Craft-repair,Not-in-family,Male,0,1876,46,0
34,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,2179,40,0
57,?,9th,5,Divorced,?,Not-in-family,Male,0,0,40,0
27,Private,Bachelors,13,Divorced,Handlers-cleaners,Own-child,Male,0,0,40,0
21,State-gov,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,12,0
25,Private,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
51,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,50,1
35,Private,Bachelors,13,Never-married,Sales,Own-child,Female,0,0,40,0
19,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,12,0
27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,55,1
34,Private,Some-college,10,Never-married,Sales,Other-relative,Female,0,0,35,0
33,?,HS-grad,9,Divorced,?,Unmarried,Female,0,0,32,0
36,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Male,0,0,40,0
33,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,35,0
60,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
42,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,50,1
47,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,0
42,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,75,1
34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,65,1
21,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,32,0
30,Private,Masters,14,Married-civ-spouse,Other-service,Husband,Male,0,0,15,1
53,Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,50,1
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
37,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
27,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
31,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,40,0
30,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,0
33,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,45,0
41,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
23,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,30,0
65,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,0
30,Private,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,40,0
51,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Male,4064,0,55,0
30,Local-gov,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
49,Private,Masters,14,Divorced,Sales,Not-in-family,Male,4787,0,45,1
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,3137,0,30,0
42,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,40,0
62,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,45,1
67,?,HS-grad,9,Widowed,?,Not-in-family,Male,1086,0,35,0
31,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,5178,0,40,1
50,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,20,1
33,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,Male,0,0,40,0
27,Private,Some-college,10,Never-married,Transport-moving,Other-relative,Male,0,0,40,0
31,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,4386,0,40,1
35,Private,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Male,0,0,40,0
55,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,6,1
54,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,1977,35,1
56,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,48,1
21,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
66,Private,7th-8th,4,Widowed,Other-service,Not-in-family,Female,0,0,20,0
46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,0
23,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,38,0
43,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Female,0,0,45,0
40,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,55,0
52,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
59,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,1
36,Local-gov,Assoc-voc,11,Separated,Adm-clerical,Own-child,Female,0,0,40,0
33,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Male,0,0,40,0
20,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,35,0
59,?,10th,6,Widowed,?,Unmarried,Female,0,0,40,0
42,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
62,Private,HS-grad,9,Widowed,Sales,Not-in-family,Female,0,0,43,0
54,Private,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,40,0
35,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,Female,0,0,30,0
36,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,Female,0,0,40,0
21,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,Female,0,0,45,0
30,Private,HS-grad,9,Separated,Farming-fishing,Unmarried,Female,0,0,14,0
46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
32,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,1
21,Private,Some-college,10,Never-married,Sales,Other-relative,Male,0,0,64,0
39,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,0
54,Private,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,Female,0,0,43,0
32,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,3464,0,40,0
23,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,0
42,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
62,?,10th,6,Widowed,?,Not-in-family,Female,0,0,30,0
28,Private,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,35,0
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
35,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,0
19,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Female,0,0,40,0
27,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,35,0
54,Private,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
19,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,35,0
27,Private,Some-college,10,Never-married,Sales,Not-in-family,Female,0,0,30,0
30,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,50,0
35,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Female,0,0,35,0
66,?,9th,5,Married-civ-spouse,?,Husband,Male,0,0,40,0
19,Local-gov,Some-college,10,Never-married,Prof-specialty,Own-child,Female,0,0,20,0
30,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,1
32,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Male,0,0,40,0
31,Private,Some-college,10,Never-married,Sales,Not-in-family,Female,0,0,40,0
26,Private,Assoc-voc,11,Never-married,Sales,Other-relative,Male,0,0,65,0
44,Private,Some-college,10,Widowed,Sales,Not-in-family,Female,0,0,25,0
52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
30,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
32,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,60,0
19,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,0
33,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Male,0,0,30,0
20,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
61,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
33,Private,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,35,0
24,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,35,0
31,Self-emp-not-inc,Bachelors,13,Divorced,Craft-repair,Not-in-family,Male,0,0,60,0
20,?,HS-grad,9,Never-married,?,Own-child,Female,0,0,20,0
32,Private,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Female,0,0,50,0
29,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,Female,0,0,40,0
61,Private,10th,6,Divorced,Other-service,Not-in-family,Male,0,0,24,0
48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,50,0
29,Federal-gov,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,0
61,?,12th,8,Never-married,?,Not-in-family,Male,0,0,52,0
34,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,48,0
22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Female,0,0,15,0
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1672,40,0
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
27,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Female,0,0,40,0
26,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,Male,0,0,40,0
35,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,8614,0,40,1
62,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
28,Private,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,40,0
50,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,Male,0,0,40,0
34,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,99999,0,50,1
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
63,Private,1st-4th,2,Widowed,Machine-op-inspct,Unmarried,Female,0,0,44,0
35,Private,9th,5,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
55,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
40,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Female,0,0,40,1
25,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,50,0
51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,40,1
54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,55,1
47,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,40,1
26,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Female,0,0,40,0
46,Private,Assoc-voc,11,Married-spouse-absent,Craft-repair,Unmarried,Male,0,0,40,0
24,Private,12th,8,Never-married,Craft-repair,Other-relative,Male,0,0,40,0
19,Private,7th-8th,4,Never-married,Adm-clerical,Own-child,Male,0,0,80,0
35,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,1902,40,1
36,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Male,0,0,35,0
18,Private,12th,8,Never-married,Other-service,Own-child,Female,0,0,20,0
46,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
30,Private,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,32,0
